Category,category,FDR,inputGenes
metabolic process,Process,1.89e-34,"['3702.A0A1P8B2B4', '3702.A0A2P2CLG2', '3702.A0A2P2CLG4', '3702.F4I2N7', '3702.F4K8I1', '3702.O03042', '3702.O49344', '3702.O49347', '3702.O80634', '3702.O80860', '3702.O81208', '3702.O82660', '3702.P04778', '3702.P09468', '3702.P0CC32', '3702.P0CC33', '3702.P0CJ48', '3702.P11490', '3702.P16972', '3702.P19366', '3702.P21218', '3702.P23321', '3702.P25857', '3702.P26288', '3702.P26289', '3702.P27202', '3702.P27521', '3702.P32961', '3702.P37702', '3702.P42699', '3702.P46422', '3702.P49107', '3702.P50318', '3702.P56751', '3702.P56752', '3702.P56753', '3702.P56754', '3702.P56755', '3702.P56756', '3702.P56758', '3702.P56759', '3702.P56760', '3702.P56761', '3702.P56766', '3702.P56767', '3702.P56768', '3702.P56769', '3702.P56771', '3702.P56773', '3702.P56774', '3702.P56777', '3702.P56778', '3702.P56779', '3702.P56780', '3702.P56781', '3702.P56782', '3702.P56790', '3702.P60129', '3702.P61839', '3702.P61843', '3702.P62090', '3702.P62095', '3702.P62100', '3702.P62109', '3702.P82538', '3702.P83755', '3702.P93313', '3702.Q01667', '3702.Q03250', '3702.Q07473', '3702.Q07488', '3702.Q2V4B2', '3702.Q37165', '3702.Q38814', '3702.Q38833', '3702.Q39141', '3702.Q39142', '3702.Q39191', '3702.Q39194', '3702.Q39195', '3702.Q41931', '3702.Q41932', '3702.Q42029', '3702.Q42547', '3702.Q43349', '3702.Q681Z2', '3702.Q84MD6', '3702.Q8GY23', '3702.Q8L9E3', '3702.Q8LCA1', '3702.Q8LCQ4', '3702.Q8RX87', '3702.Q8RXS1', '3702.Q8RY71', '3702.Q8VZ87', '3702.Q8W0Y8', '3702.Q940L5', '3702.Q949Q5', '3702.Q94AQ8', '3702.Q94C26', '3702.Q95695', '3702.Q9ASS6', '3702.Q9C5A9', '3702.Q9C5C2', '3702.Q9C639', '3702.Q9CAC5', '3702.Q9FFD7', '3702.Q9FG67', '3702.Q9LMQ2', '3702.Q9LR64', '3702.Q9LRR9', '3702.Q9LU21', '3702.Q9LUT2', '3702.Q9S713', '3702.Q9S714', '3702.Q9S7H1', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7N7', '3702.Q9S7W1', '3702.Q9S831', '3702.Q9S841', '3702.Q9S9N6', '3702.Q9SA56', '3702.Q9SGH4', '3702.Q9SHE8', '3702.Q9SHR7', '3702.Q9SKI3', '3702.Q9SUI4', '3702.Q9SUI5', '3702.Q9SUI6', '3702.Q9SUI7', '3702.Q9SW65', '3702.Q9SY97', '3702.Q9SYW8', '3702.Q9XF87', '3702.Q9XF88', '3702.Q9XF89', '3702.Q9XF91', '3702.Q9XFT3', '3702.Q9XI73', '3702.Q9XIE2', '3702.Q9ZR03', '3702.Q9ZVN4']"
photosynthetic electron transport chain,Process,1.22e-33,"['3702.P16972', '3702.P56761', '3702.P56771', '3702.P56774', '3702.P56777', '3702.P56778', '3702.P56779', '3702.P62090', '3702.P62095', '3702.P83755', '3702.Q2V4B2', '3702.Q41932', '3702.Q8LCA1', '3702.Q8RXS1', '3702.Q949Q5', '3702.Q94AQ8', '3702.Q9CAC5', '3702.Q9LU21', '3702.Q9S7N7', '3702.Q9S9N6', '3702.Q9SGH4', '3702.Q9XFT3', '3702.Q9XI73', '3702.Q9ZR03']"
cellular process,Process,1.06e-29,"['3702.A0A1P8B2B4', '3702.A0A2P2CLG2', '3702.A0A2P2CLG4', '3702.F4I2N7', '3702.F4K8I1', '3702.O03042', '3702.O22433', '3702.O23530', '3702.O49344', '3702.O49347', '3702.O80634', '3702.O80860', '3702.O81208', '3702.O82660', '3702.P04778', '3702.P09468', '3702.P0CC32', '3702.P0CC33', '3702.P0CJ48', '3702.P11490', '3702.P16972', '3702.P19366', '3702.P21218', '3702.P22953', '3702.P23321', '3702.P25857', '3702.P26288', '3702.P26289', '3702.P27202', '3702.P27521', '3702.P32961', '3702.P37702', '3702.P42699', '3702.P46422', '3702.P49107', '3702.P50318', '3702.P54144', '3702.P56751', '3702.P56752', '3702.P56753', '3702.P56754', '3702.P56755', '3702.P56756', '3702.P56758', '3702.P56759', '3702.P56760', '3702.P56761', '3702.P56766', '3702.P56767', '3702.P56768', '3702.P56769', '3702.P56771', '3702.P56773', '3702.P56774', '3702.P56777', '3702.P56778', '3702.P56779', '3702.P56780', '3702.P56781', '3702.P56782', '3702.P56790', '3702.P60129', '3702.P61839', '3702.P61843', '3702.P62090', '3702.P62095', '3702.P62100', '3702.P62109', '3702.P82538', '3702.P83755', '3702.P93313', '3702.Q01667', '3702.Q03250', '3702.Q07473', '3702.Q07488', '3702.Q2V2S7', '3702.Q2V4B2', '3702.Q37165', '3702.Q38814', '3702.Q38833', '3702.Q39141', '3702.Q39142', '3702.Q39191', '3702.Q39194', '3702.Q39195', '3702.Q41931', '3702.Q41932', '3702.Q41963', '3702.Q42029', '3702.Q42044', '3702.Q42547', '3702.Q43349', '3702.Q681Z2', '3702.Q84MD6', '3702.Q8GY23', '3702.Q8L9E3', '3702.Q8LCA1', '3702.Q8LCQ4', '3702.Q8RXS1', '3702.Q8RY71', '3702.Q8VZ87', '3702.Q8W0Y8', '3702.Q940J8', '3702.Q940L5', '3702.Q949Q5', '3702.Q94AQ8', '3702.Q94C26', '3702.Q95695', '3702.Q9ASS6', '3702.Q9C5A9', '3702.Q9C5C2', '3702.Q9C639', '3702.Q9C7X0', '3702.Q9CAC5', '3702.Q9FFD7', '3702.Q9FG67', '3702.Q9FGT2', '3702.Q9LMQ2', '3702.Q9LR64', '3702.Q9LRR9', '3702.Q9LU21', '3702.Q9LUT2', '3702.Q9LVM2', '3702.Q9M1P5', '3702.Q9S713', '3702.Q9S714', '3702.Q9S7H1', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7N7', '3702.Q9S7W1', '3702.Q9S829', '3702.Q9S831', '3702.Q9S841', '3702.Q9S9N6', '3702.Q9SA56', '3702.Q9SGH4', '3702.Q9SHE8', '3702.Q9SHR7', '3702.Q9SKI3', '3702.Q9SUI4', '3702.Q9SUI5', '3702.Q9SUI6', '3702.Q9SUI7', '3702.Q9SW65', '3702.Q9SY97', '3702.Q9SYW8', '3702.Q9XF87', '3702.Q9XF88', '3702.Q9XF89', '3702.Q9XF91', '3702.Q9XFT3', '3702.Q9XI73', '3702.Q9XIE2', '3702.Q9ZR03', '3702.Q9ZVN4']"
response to light stimulus,Process,6.11e-21,"['3702.F4K8I1', '3702.O49347', '3702.O80860', '3702.O81208', '3702.P04778', '3702.P0CJ48', '3702.P16972', '3702.P23321', '3702.P25857', '3702.P27521', '3702.Q01667', '3702.Q07473', '3702.Q07488', '3702.Q39141', '3702.Q39142', '3702.Q42547', '3702.Q8LCQ4', '3702.Q8RWS6', '3702.Q8VZ87', '3702.Q94C26', '3702.Q9C639', '3702.Q9C7X0', '3702.Q9LMQ2', '3702.Q9LR64', '3702.Q9S713', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7W1', '3702.Q9S841', '3702.Q9SHR7', '3702.Q9SY97', '3702.Q9SYW8', '3702.Q9XF87', '3702.Q9XF88', '3702.Q9XF89', '3702.Q9XF91', '3702.Q9ZR03']"
response to light intensity,Process,2.89e-15,"['3702.O49347', '3702.O80860', '3702.O81208', '3702.P16972', '3702.P23321', '3702.P27521', '3702.Q01667', '3702.Q07488', '3702.Q9C639', '3702.Q9LR64', '3702.Q9S713', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S841', '3702.Q9SHR7', '3702.Q9SY97', '3702.Q9SYW8', '3702.Q9XF87']"
response to abiotic stimulus,Process,5.91e-15,"['3702.F4K8I1', '3702.O49347', '3702.O80860', '3702.O81208', '3702.P04778', '3702.P0CJ48', '3702.P16972', '3702.P19366', '3702.P22953', '3702.P23321', '3702.P25857', '3702.P27521', '3702.P33154', '3702.P46422', '3702.Q01667', '3702.Q03250', '3702.Q07473', '3702.Q07488', '3702.Q2V4B2', '3702.Q38814', '3702.Q39141', '3702.Q39142', '3702.Q42044', '3702.Q42547', '3702.Q43349', '3702.Q8LCQ4', '3702.Q8RWS6', '3702.Q8VZ87', '3702.Q94C26', '3702.Q9C639', '3702.Q9C7X0', '3702.Q9FG67', '3702.Q9FGT2', '3702.Q9LMQ2', '3702.Q9LR64', '3702.Q9LUT2', '3702.Q9S713', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7W1', '3702.Q9S841', '3702.Q9SHR7', '3702.Q9SY97', '3702.Q9SYW8', '3702.Q9XF87', '3702.Q9XF88', '3702.Q9XF89', '3702.Q9XF91', '3702.Q9XIE2', '3702.Q9ZR03']"
response to high light intensity,Process,8.21e-15,"['3702.O49347', '3702.O80860', '3702.O81208', '3702.P23321', '3702.P27521', '3702.Q01667', '3702.Q9C639', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S841', '3702.Q9SHR7', '3702.Q9SY97', '3702.Q9SYW8', '3702.Q9XF87']"
"regulation of photosynthesis, light reaction",Process,3.94e-10,"['3702.O49347', '3702.O80860', '3702.P23321', '3702.P56790', '3702.Q39194', '3702.Q9S713', '3702.Q9S7N7', '3702.Q9S841', '3702.Q9SW65']"
photosynthetic electron transport in photosystem I,Process,5.83e-10,"['3702.P62090', '3702.Q8LCA1', '3702.Q8RXS1', '3702.Q94AQ8', '3702.Q9CAC5', '3702.Q9LU21', '3702.Q9S7N7', '3702.Q9S9N6']"
response to low light intensity stimulus,Process,7.58e-10,"['3702.P27521', '3702.Q01667', '3702.Q9C639', '3702.Q9S7J7', '3702.Q9SHR7', '3702.Q9SY97', '3702.Q9SYW8', '3702.Q9XF87']"
cellular respiration,Process,1.57e-09,"['3702.A0A1P8B2B4', '3702.A0A2P2CLG2', '3702.A0A2P2CLG4', '3702.P0CC32', '3702.P0CC33', '3702.P19366', '3702.P26288', '3702.P26289', '3702.P56752', '3702.P56756', '3702.P56773', '3702.P93313', '3702.Q37165', '3702.Q9C5A9']"
photosystem II assembly,Process,7.21e-09,"['3702.O81208', '3702.P23321', '3702.P27202', '3702.P56777', '3702.Q9LR64', '3702.Q9S841', '3702.Q9SW65', '3702.Q9XF89']"
proton transmembrane transport,Process,1.27e-08,"['3702.A0A1P8B2B4', '3702.A0A2P2CLG2', '3702.A0A2P2CLG4', '3702.P09468', '3702.P19366', '3702.P26288', '3702.P56752', '3702.P56756', '3702.P56758', '3702.P56759', '3702.P56760', '3702.P93313', '3702.Q9C5A9']"
oxidative phosphorylation,Process,1.56e-08,"['3702.A0A1P8B2B4', '3702.A0A2P2CLG4', '3702.P0CC32', '3702.P0CC33', '3702.P19366', '3702.P26288', '3702.P26289', '3702.P56752', '3702.P93313', '3702.Q9C5A9']"
response to cold,Process,1.97e-08,"['3702.P19366', '3702.P25857', '3702.P27521', '3702.P46422', '3702.Q01667', '3702.Q03250', '3702.Q07488', '3702.Q2V4B2', '3702.Q38814', '3702.Q42547', '3702.Q43349', '3702.Q9C639', '3702.Q9LUT2', '3702.Q9S7J7', '3702.Q9SHR7', '3702.Q9SY97', '3702.Q9SYW8', '3702.Q9XF87']"
respiratory electron transport chain,Process,2.67e-08,"['3702.A0A1P8B2B4', '3702.A0A2P2CLG2', '3702.A0A2P2CLG4', '3702.P0CC32', '3702.P0CC33', '3702.P26288', '3702.P26289', '3702.P56752', '3702.P56773', '3702.P93313']"
aerobic respiration,Process,3.95e-08,"['3702.A0A1P8B2B4', '3702.A0A2P2CLG4', '3702.P0CC32', '3702.P0CC33', '3702.P19366', '3702.P26288', '3702.P26289', '3702.P56752', '3702.P56756', '3702.P93313', '3702.Q37165', '3702.Q9C5A9']"
electron transport coupled proton transport,Process,7.5e-08,"['3702.A0A1P8B2B4', '3702.A0A2P2CLG4', '3702.P26288', '3702.P56752', '3702.P56756', '3702.P93313']"
response to temperature stimulus,Process,6.74e-07,"['3702.P19366', '3702.P22953', '3702.P25857', '3702.P27521', '3702.P46422', '3702.Q01667', '3702.Q03250', '3702.Q07488', '3702.Q2V4B2', '3702.Q38814', '3702.Q42547', '3702.Q43349', '3702.Q9C639', '3702.Q9LUT2', '3702.Q9S7J7', '3702.Q9SHR7', '3702.Q9SY97', '3702.Q9SYW8', '3702.Q9XF87', '3702.Q9XIE2']"
photosystem II stabilization,Process,1.85e-06,"['3702.P23321', '3702.P56790', '3702.Q39194', '3702.Q9S841', '3702.Q9SW65']"
Inorganic cation transmembrane transport,Process,2.15e-06,"['3702.A0A1P8B2B4', '3702.A0A2P2CLG2', '3702.A0A2P2CLG4', '3702.P09468', '3702.P19366', '3702.P26288', '3702.P54144', '3702.P56752', '3702.P56756', '3702.P56758', '3702.P56759', '3702.P56760', '3702.P93313', '3702.Q9C5A9', '3702.Q9XIE2']"
ATP synthesis coupled electron transport,Process,2.25e-06,"['3702.A0A1P8B2B4', '3702.A0A2P2CLG4', '3702.P0CC32', '3702.P0CC33', '3702.P26288', '3702.P26289', '3702.P56752', '3702.P93313']"
NAD(P)H dehydrogenase complex assembly,Process,5.65e-06,"['3702.Q2V2S7', '3702.Q9ASS6', '3702.Q9CAC5', '3702.Q9LVM2', '3702.Q9S829']"
"photosynthesis, light harvesting in photosystem II",Process,1.52e-05,"['3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9SHR7', '3702.Q9XF87']"
monoatomic cation transport,Process,1.8e-05,"['3702.A0A1P8B2B4', '3702.A0A2P2CLG2', '3702.A0A2P2CLG4', '3702.P09468', '3702.P19366', '3702.P26288', '3702.P54144', '3702.P56752', '3702.P56756', '3702.P56758', '3702.P56759', '3702.P56760', '3702.P93313', '3702.Q07488', '3702.Q9C5A9', '3702.Q9XIE2']"
protein-containing complex assembly,Process,1.8e-05,"['3702.O80860', '3702.O81208', '3702.O82660', '3702.P23321', '3702.P27202', '3702.P54144', '3702.P56777', '3702.P61843', '3702.Q2V2S7', '3702.Q9ASS6', '3702.Q9CAC5', '3702.Q9LR64', '3702.Q9LVM2', '3702.Q9S829', '3702.Q9S841', '3702.Q9SW65', '3702.Q9XF89']"
response to stimulus,Process,4.39e-05,"['3702.F4I2N7', '3702.F4K8I1', '3702.O03042', '3702.O23530', '3702.O49347', '3702.O80860', '3702.O81208', '3702.P04778', '3702.P0CJ48', '3702.P16972', '3702.P19366', '3702.P21218', '3702.P22953', '3702.P23321', '3702.P25857', '3702.P27521', '3702.P32961', '3702.P33154', '3702.P37702', '3702.P42699', '3702.P46422', '3702.P56754', '3702.P83755', '3702.Q01667', '3702.Q03250', '3702.Q07473', '3702.Q07488', '3702.Q2V4B2', '3702.Q38814', '3702.Q39141', '3702.Q39142', '3702.Q39191', '3702.Q41931', '3702.Q42044', '3702.Q42547', '3702.Q43349', '3702.Q8LCQ4', '3702.Q8RWS6', '3702.Q8RY71', '3702.Q8VZ87', '3702.Q940L5', '3702.Q94C26', '3702.Q9C5C2', '3702.Q9C639', '3702.Q9C7X0', '3702.Q9FG67', '3702.Q9FG89', '3702.Q9FGT2', '3702.Q9LMQ2', '3702.Q9LR64', '3702.Q9LRR9', '3702.Q9LUT2', '3702.Q9LVM2', '3702.Q9S713', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7W1', '3702.Q9S841', '3702.Q9SHR7', '3702.Q9SY97', '3702.Q9SYW8', '3702.Q9XF87', '3702.Q9XF88', '3702.Q9XF89', '3702.Q9XF91', '3702.Q9XIE2', '3702.Q9ZQR8', '3702.Q9ZR03']"
NADH dehydrogenase complex (plastoquinone) assembly,Process,8.43e-05,"['3702.Q2V2S7', '3702.Q9CAC5', '3702.Q9LVM2', '3702.Q9S829']"
photosynthetic electron transport in photosystem II,Process,0.00012,"['3702.P56761', '3702.P56777', '3702.P56778', '3702.P83755']"
photoinhibition,Process,0.00021,"['3702.O49347', '3702.O80860', '3702.P23321', '3702.Q9S841']"
nonphotochemical quenching,Process,0.00034,"['3702.Q9LMQ2', '3702.Q9XF89', '3702.Q9XF91', '3702.Q9ZR03']"
cellular component assembly,Process,0.00039,"['3702.O80860', '3702.O81208', '3702.O82660', '3702.P23321', '3702.P27202', '3702.P54144', '3702.P56777', '3702.P61843', '3702.Q2V2S7', '3702.Q8L9E3', '3702.Q8LCA1', '3702.Q9ASS6', '3702.Q9CAC5', '3702.Q9LR64', '3702.Q9LVM2', '3702.Q9S829', '3702.Q9S841', '3702.Q9SW65', '3702.Q9XF89']"
Water homeostasis,Process,0.00041,"['3702.Q41963', '3702.Q9S7J7', '3702.Q9SHR7', '3702.Q9XF87']"
regulation of stomatal movement,Process,0.00046,"['3702.P37702', '3702.Q03250', '3702.Q9C5C2', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9SHR7', '3702.Q9XF87']"
regulation of reactive oxygen species biosynthetic process,Process,0.00049,"['3702.Q9S7J7', '3702.Q9SHR7', '3702.Q9SLJ2', '3702.Q9XF87']"
ATP metabolic process,Process,0.0012,"['3702.P09468', '3702.P19366', '3702.P50318', '3702.P56758', '3702.P56759', '3702.P56760', '3702.Q9C5A9']"
monoatomic ion transport,Process,0.0013,"['3702.A0A1P8B2B4', '3702.A0A2P2CLG2', '3702.A0A2P2CLG4', '3702.P09468', '3702.P19366', '3702.P26288', '3702.P54144', '3702.P56752', '3702.P56756', '3702.P56758', '3702.P56759', '3702.P56760', '3702.P93313', '3702.Q07488', '3702.Q8RWS6', '3702.Q9C5A9', '3702.Q9XIE2']"
positive regulation of reactive oxygen species biosynthetic process,Process,0.0017,"['3702.Q9S7J7', '3702.Q9SHR7', '3702.Q9XF87']"
circadian rhythm,Process,0.0064,"['3702.O81208', '3702.Q03250', '3702.Q94C26', '3702.Q96500', '3702.Q9S713', '3702.Q9STF2']"
glucosinolate catabolic process,Process,0.0077,"['3702.P37702', '3702.Q8RY71', '3702.Q9C5C2', '3702.Q9XIE2']"
response to desiccation,Process,0.0176,"['3702.Q9S7J7', '3702.Q9SHR7', '3702.Q9XF87']"
response to stress,Process,0.0195,"['3702.F4I2N7', '3702.O23530', '3702.P19366', '3702.P22953', '3702.P25857', '3702.P27521', '3702.P33154', '3702.P37702', '3702.P46422', '3702.P56754', '3702.P83755', '3702.Q01667', '3702.Q03250', '3702.Q07488', '3702.Q2V4B2', '3702.Q38814', '3702.Q39191', '3702.Q41931', '3702.Q42044', '3702.Q42547', '3702.Q43349', '3702.Q8RY71', '3702.Q940L5', '3702.Q94C26', '3702.Q9C5C2', '3702.Q9C639', '3702.Q9C7X0', '3702.Q9FG67', '3702.Q9FG89', '3702.Q9FGT2', '3702.Q9LRR9', '3702.Q9LUT2', '3702.Q9LVM2', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9SHR7', '3702.Q9SY97', '3702.Q9SYW8', '3702.Q9XF87', '3702.Q9XIE2', '3702.Q9ZQR8']"
reductive pentose-phosphate cycle,Process,0.0285,"['3702.O03042', '3702.P25857', '3702.P50318']"
cellular component biogenesis,Process,0.044,"['3702.O80860', '3702.O81208', '3702.O82660', '3702.P23321', '3702.P27202', '3702.P54144', '3702.P56777', '3702.P61843', '3702.Q2V2S7', '3702.Q43349', '3702.Q8L9E3', '3702.Q8LCA1', '3702.Q9ASS6', '3702.Q9CAC5', '3702.Q9LR64', '3702.Q9LVM2', '3702.Q9S829', '3702.Q9S841', '3702.Q9SW65', '3702.Q9XF89']"
glucosinolate metabolic process,Process,0.0468,"['3702.P37702', '3702.Q8RY71', '3702.Q9C5C2', '3702.Q9FG67', '3702.Q9XIE2']"
chloroplast thylakoid membrane,Component,1.8e-159,"['3702.F4K8I1', '3702.O03042', '3702.O49344', '3702.O49347', '3702.O80634', '3702.O80860', '3702.O81208', '3702.O82660', '3702.P04778', '3702.P09468', '3702.P0CC32', '3702.P0CC33', '3702.P0CJ48', '3702.P11490', '3702.P19366', '3702.P21218', '3702.P23321', '3702.P25857', '3702.P26288', '3702.P26289', '3702.P27202', '3702.P27521', '3702.P42699', '3702.P49107', '3702.P56751', '3702.P56752', '3702.P56753', '3702.P56754', '3702.P56755', '3702.P56756', '3702.P56758', '3702.P56759', '3702.P56760', '3702.P56761', '3702.P56766', '3702.P56767', '3702.P56768', '3702.P56769', '3702.P56771', '3702.P56773', '3702.P56774', '3702.P56777', '3702.P56778', '3702.P56779', '3702.P56780', '3702.P56781', '3702.P56782', '3702.P56790', '3702.P60129', '3702.P61839', '3702.P61843', '3702.P62090', '3702.P62095', '3702.P62100', '3702.P62109', '3702.P82538', '3702.P83755', '3702.Q01667', '3702.Q07473', '3702.Q2V2S7', '3702.Q2V4B2', '3702.Q37165', '3702.Q39141', '3702.Q39142', '3702.Q39194', '3702.Q39195', '3702.Q41932', '3702.Q42029', '3702.Q42044', '3702.Q8LCA1', '3702.Q8LCQ4', '3702.Q8RXS1', '3702.Q8VZ87', '3702.Q8W0Y8', '3702.Q949Q5', '3702.Q94AQ8', '3702.Q95695', '3702.Q96500', '3702.Q9ASS6', '3702.Q9C639', '3702.Q9CAC5', '3702.Q9FG89', '3702.Q9LMQ2', '3702.Q9LR64', '3702.Q9LU21', '3702.Q9LVM2', '3702.Q9S713', '3702.Q9S714', '3702.Q9S7H1', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7N7', '3702.Q9S7W1', '3702.Q9S829', '3702.Q9S831', '3702.Q9S841', '3702.Q9S9N6', '3702.Q9SA56', '3702.Q9SCY3', '3702.Q9SGH4', '3702.Q9SHE8', '3702.Q9SHR7', '3702.Q9SKI3', '3702.Q9STF2', '3702.Q9SUI4', '3702.Q9SUI5', '3702.Q9SUI6', '3702.Q9SUI7', '3702.Q9SY97', '3702.Q9SYW8', '3702.Q9XF87', '3702.Q9XF88', '3702.Q9XF89', '3702.Q9XF91', '3702.Q9XFT3', '3702.Q9XI73', '3702.Q9ZR03']"
thylakoid membrane,Component,1.8e-159,"['3702.F4K8I1', '3702.O03042', '3702.O49344', '3702.O49347', '3702.O80634', '3702.O80860', '3702.O81208', '3702.O82660', '3702.P04778', '3702.P09468', '3702.P0CC32', '3702.P0CC33', '3702.P0CJ48', '3702.P11490', '3702.P19366', '3702.P21218', '3702.P23321', '3702.P25857', '3702.P26288', '3702.P26289', '3702.P27202', '3702.P27521', '3702.P42699', '3702.P49107', '3702.P56751', '3702.P56752', '3702.P56753', '3702.P56754', '3702.P56755', '3702.P56756', '3702.P56758', '3702.P56759', '3702.P56760', '3702.P56761', '3702.P56766', '3702.P56767', '3702.P56768', '3702.P56769', '3702.P56771', '3702.P56773', '3702.P56774', '3702.P56777', '3702.P56778', '3702.P56779', '3702.P56780', '3702.P56781', '3702.P56782', '3702.P56790', '3702.P60129', '3702.P61839', '3702.P61843', '3702.P62090', '3702.P62095', '3702.P62100', '3702.P62109', '3702.P82538', '3702.P83755', '3702.Q01667', '3702.Q07473', '3702.Q2V2S7', '3702.Q2V4B2', '3702.Q37165', '3702.Q39141', '3702.Q39142', '3702.Q39194', '3702.Q39195', '3702.Q41932', '3702.Q42029', '3702.Q42044', '3702.Q8LCA1', '3702.Q8LCQ4', '3702.Q8RXS1', '3702.Q8VZ87', '3702.Q8W0Y8', '3702.Q949Q5', '3702.Q94AQ8', '3702.Q95695', '3702.Q96500', '3702.Q9ASS6', '3702.Q9C639', '3702.Q9CAC5', '3702.Q9FG89', '3702.Q9LMQ2', '3702.Q9LR64', '3702.Q9LU21', '3702.Q9LVM2', '3702.Q9S713', '3702.Q9S714', '3702.Q9S7H1', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7N7', '3702.Q9S7W1', '3702.Q9S829', '3702.Q9S831', '3702.Q9S841', '3702.Q9S9N6', '3702.Q9SA56', '3702.Q9SCY3', '3702.Q9SGH4', '3702.Q9SHE8', '3702.Q9SHR7', '3702.Q9SKI3', '3702.Q9STF2', '3702.Q9SUI4', '3702.Q9SUI5', '3702.Q9SUI6', '3702.Q9SUI7', '3702.Q9SW65', '3702.Q9SY97', '3702.Q9SYW8', '3702.Q9XF87', '3702.Q9XF88', '3702.Q9XF89', '3702.Q9XF91', '3702.Q9XFT3', '3702.Q9XI73', '3702.Q9ZR03']"
thylakoid,Component,6.12e-155,"['3702.F4K8I1', '3702.O03042', '3702.O49344', '3702.O49347', '3702.O80634', '3702.O80860', '3702.O81208', '3702.O82660', '3702.P04778', '3702.P09468', '3702.P0CC32', '3702.P0CC33', '3702.P0CJ48', '3702.P11490', '3702.P19366', '3702.P21218', '3702.P23321', '3702.P25857', '3702.P26288', '3702.P26289', '3702.P27202', '3702.P27521', '3702.P37702', '3702.P42699', '3702.P49107', '3702.P50318', '3702.P56751', '3702.P56752', '3702.P56753', '3702.P56754', '3702.P56755', '3702.P56756', '3702.P56758', '3702.P56759', '3702.P56760', '3702.P56761', '3702.P56766', '3702.P56767', '3702.P56768', '3702.P56769', '3702.P56771', '3702.P56773', '3702.P56774', '3702.P56777', '3702.P56778', '3702.P56779', '3702.P56780', '3702.P56781', '3702.P56782', '3702.P56790', '3702.P60129', '3702.P61839', '3702.P61843', '3702.P62090', '3702.P62095', '3702.P62100', '3702.P62109', '3702.P82538', '3702.P83755', '3702.Q01667', '3702.Q07473', '3702.Q2V2S7', '3702.Q2V4B2', '3702.Q37165', '3702.Q38814', '3702.Q38833', '3702.Q39141', '3702.Q39142', '3702.Q39194', '3702.Q39195', '3702.Q41932', '3702.Q42029', '3702.Q42044', '3702.Q8LCA1', '3702.Q8LCQ4', '3702.Q8RXS1', '3702.Q8VZ87', '3702.Q8W0Y8', '3702.Q949Q5', '3702.Q94AQ8', '3702.Q95695', '3702.Q96500', '3702.Q9ASS6', '3702.Q9C639', '3702.Q9CAC5', '3702.Q9FG89', '3702.Q9LMQ2', '3702.Q9LR64', '3702.Q9LU21', '3702.Q9LVM2', '3702.Q9S713', '3702.Q9S714', '3702.Q9S7H1', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7N7', '3702.Q9S7W1', '3702.Q9S829', '3702.Q9S831', '3702.Q9S841', '3702.Q9S9N6', '3702.Q9SA56', '3702.Q9SCY3', '3702.Q9SGH4', '3702.Q9SHE8', '3702.Q9SHR7', '3702.Q9SKI3', '3702.Q9STF2', '3702.Q9SUI4', '3702.Q9SUI5', '3702.Q9SUI6', '3702.Q9SUI7', '3702.Q9SW65', '3702.Q9SY97', '3702.Q9SYW8', '3702.Q9XF87', '3702.Q9XF88', '3702.Q9XF89', '3702.Q9XF91', '3702.Q9XFT3', '3702.Q9XI73', '3702.Q9ZR03']"
