Category,category,FDR,inputGenes
mRNA binding,Function,5.4e-29,"['3702.O03042', '3702.P04778', '3702.P09468', '3702.P0CJ48', '3702.P19366', '3702.P21218', '3702.P22953', '3702.P23321', '3702.P25857', '3702.P27202', '3702.P27521', '3702.P56758', '3702.P56761', '3702.P56766', '3702.P56767', '3702.P56771', '3702.P56773', '3702.P56777', '3702.P56778', '3702.P56780', '3702.P62090', '3702.P83755', '3702.Q01667', '3702.Q03250', '3702.Q07473', '3702.Q39141', '3702.Q41963', '3702.Q42029', '3702.Q42547', '3702.Q43349', '3702.Q8VZ87', '3702.Q949Q5', '3702.Q9LMQ2', '3702.Q9LRR9', '3702.Q9LUT2', '3702.Q9M1P5', '3702.Q9S7H1', '3702.Q9S7J7', '3702.Q9S831', '3702.Q9S841', '3702.Q9SA56', '3702.Q9SHE8', '3702.Q9SLJ2', '3702.Q9SUI4', '3702.Q9SY97', '3702.Q9XF87', '3702.Q9XF88', '3702.Q9XF89', '3702.Q9XF91', '3702.Q9XFT3', '3702.Q9XIE2', '3702.Q9ZR03']"
quinone binding,Function,1.72e-25,"['3702.A0A1P8B2B4', '3702.A0A2P2CLG4', '3702.P0CC32', '3702.P0CC33', '3702.P26288', '3702.P26289', '3702.P56751', '3702.P56752', '3702.P56753', '3702.P56754', '3702.P56755', '3702.P56756', '3702.P93313', '3702.Q2V2S7', '3702.Q37165', '3702.Q95695', '3702.Q9CAC5', '3702.Q9LVM2', '3702.Q9S829']"
tetrapyrrole binding,Function,4.32e-23,"['3702.F4K8I1', '3702.O81208', '3702.P04778', '3702.P0CJ48', '3702.P27521', '3702.P56761', '3702.P56766', '3702.P56767', '3702.P56771', '3702.P56777', '3702.P56778', '3702.P56779', '3702.P62095', '3702.P83755', '3702.Q01667', '3702.Q07473', '3702.Q39141', '3702.Q39142', '3702.Q42547', '3702.Q8LCQ4', '3702.Q8VZ87', '3702.Q9C639', '3702.Q9LMQ2', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7W1', '3702.Q9SHR7', '3702.Q9SY97', '3702.Q9SYW8', '3702.Q9XF87', '3702.Q9XF88', '3702.Q9XF89', '3702.Q9XF91']"
"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor",Function,1.74e-22,"['3702.A0A1P8B2B4', '3702.A0A2P2CLG4', '3702.P0CC32', '3702.P0CC33', '3702.P26288', '3702.P26289', '3702.P56751', '3702.P56752', '3702.P56753', '3702.P56754', '3702.P56755', '3702.P56756', '3702.P93313', '3702.Q2V2S7', '3702.Q37165', '3702.Q95695', '3702.Q9CAC5', '3702.Q9LVM2', '3702.Q9S829']"
oxidoreductase activity,Function,1.86e-22,"['3702.A0A1P8B2B4', '3702.A0A2P2CLG2', '3702.A0A2P2CLG4', '3702.O03042', '3702.P0CC32', '3702.P0CC33', '3702.P11490', '3702.P16972', '3702.P21218', '3702.P23321', '3702.P25857', '3702.P26288', '3702.P26289', '3702.P42699', '3702.P46422', '3702.P56751', '3702.P56752', '3702.P56753', '3702.P56754', '3702.P56755', '3702.P56756', '3702.P56761', '3702.P56766', '3702.P56767', '3702.P56771', '3702.P56773', '3702.P56774', '3702.P56777', '3702.P56778', '3702.P56779', '3702.P62090', '3702.P62095', '3702.P83755', '3702.P93313', '3702.Q07488', '3702.Q2V2S7', '3702.Q2V4B2', '3702.Q37165', '3702.Q41931', '3702.Q41932', '3702.Q42547', '3702.Q8RWS6', '3702.Q95695', '3702.Q9CAC5', '3702.Q9LRR9', '3702.Q9LU21', '3702.Q9LVM2', '3702.Q9S829', '3702.Q9S841', '3702.Q9SGH4', '3702.Q9SW65', '3702.Q9XFT3', '3702.Q9XI73', '3702.Q9ZR03']"
oxidoreduction-driven active transmembrane transporter activity,Function,9.45e-19,"['3702.A0A1P8B2B4', '3702.A0A2P2CLG2', '3702.A0A2P2CLG4', '3702.P0CC32', '3702.P0CC33', '3702.P26288', '3702.P26289', '3702.P56751', '3702.P56752', '3702.P56753', '3702.P56754', '3702.P56755', '3702.P56756', '3702.P93313', '3702.Q95695', '3702.Q9ZR03']"
NADH dehydrogenase (ubiquinone) activity,Function,2.48e-17,"['3702.A0A1P8B2B4', '3702.A0A2P2CLG4', '3702.P0CC32', '3702.P0CC33', '3702.P26288', '3702.P26289', '3702.P56751', '3702.P56752', '3702.P56753', '3702.P56754', '3702.P56755', '3702.P56756', '3702.P93313', '3702.Q95695']"
"Electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity",Function,3.95e-15,"['3702.P56761', '3702.P56774', '3702.P56777', '3702.P56778', '3702.P83755', '3702.Q2V4B2', '3702.Q41932', '3702.Q9SGH4', '3702.Q9XFT3', '3702.Q9XI73']"
binding,Function,5.36e-13,"['3702.A0A1P8B2B4', '3702.A0A2P2CLG2', '3702.A0A2P2CLG4', '3702.F4I2N7', '3702.F4K8I1', '3702.O03042', '3702.O22433', '3702.O23530', '3702.O49344', '3702.O49347', '3702.O80634', '3702.O80860', '3702.O81208', '3702.P04778', '3702.P09468', '3702.P0CC32', '3702.P0CC33', '3702.P0CJ48', '3702.P11490', '3702.P16972', '3702.P19366', '3702.P21218', '3702.P22953', '3702.P23321', '3702.P25857', '3702.P26288', '3702.P26289', '3702.P27202', '3702.P27521', '3702.P29381', '3702.P37702', '3702.P42699', '3702.P46422', '3702.P49107', '3702.P50318', '3702.P54144', '3702.P56751', '3702.P56752', '3702.P56753', '3702.P56754', '3702.P56755', '3702.P56756', '3702.P56758', '3702.P56759', '3702.P56760', '3702.P56761', '3702.P56766', '3702.P56767', '3702.P56771', '3702.P56773', '3702.P56777', '3702.P56778', '3702.P56779', '3702.P56780', '3702.P62090', '3702.P62095', '3702.P82538', '3702.P83755', '3702.P93313', '3702.Q01667', '3702.Q03250', '3702.Q07473', '3702.Q07488', '3702.Q2V2S7', '3702.Q2V4B2', '3702.Q37165', '3702.Q38814', '3702.Q39141', '3702.Q39142', '3702.Q39191', '3702.Q41931', '3702.Q41932', '3702.Q41963', '3702.Q42029', '3702.Q42044', '3702.Q42547', '3702.Q43349', '3702.Q84MD6', '3702.Q8LCA1', '3702.Q8LCQ4', '3702.Q8RWS6', '3702.Q8VZ87', '3702.Q949Q5', '3702.Q94AQ8', '3702.Q95695', '3702.Q9ASS6', '3702.Q9C5A9', '3702.Q9C639', '3702.Q9C7X0', '3702.Q9CAC5', '3702.Q9FGT2', '3702.Q9LMQ2', '3702.Q9LRR9', '3702.Q9LU21', '3702.Q9LUT2', '3702.Q9LVM2', '3702.Q9M1P5', '3702.Q9S713', '3702.Q9S714', '3702.Q9S7H1', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7W1', '3702.Q9S829', '3702.Q9S831', '3702.Q9S841', '3702.Q9SA56', '3702.Q9SGH4', '3702.Q9SHE8', '3702.Q9SHR7', '3702.Q9SKI3', '3702.Q9SLJ2', '3702.Q9SUI4', '3702.Q9SY97', '3702.Q9SYW8', '3702.Q9XF87', '3702.Q9XF88', '3702.Q9XF89', '3702.Q9XF91', '3702.Q9XFT3', '3702.Q9XI73', '3702.Q9XIE2', '3702.Q9ZR03']"
primary active transmembrane transporter activity,Function,1.67e-12,"['3702.A0A1P8B2B4', '3702.A0A2P2CLG2', '3702.A0A2P2CLG4', '3702.P0CC32', '3702.P0CC33', '3702.P19366', '3702.P26288', '3702.P26289', '3702.P56751', '3702.P56752', '3702.P56753', '3702.P56754', '3702.P56755', '3702.P56756', '3702.P93313', '3702.Q95695', '3702.Q9C5A9', '3702.Q9XIE2', '3702.Q9ZR03']"
metal ion binding,Function,1.2e-09,"['3702.A0A2P2CLG2', '3702.O03042', '3702.O22433', '3702.O49344', '3702.O49347', '3702.O80634', '3702.O80860', '3702.P04778', '3702.P0CJ48', '3702.P11490', '3702.P16972', '3702.P19366', '3702.P27521', '3702.P37702', '3702.P42699', '3702.P56755', '3702.P56756', '3702.P56761', '3702.P56766', '3702.P56767', '3702.P56771', '3702.P56773', '3702.P56778', '3702.P56779', '3702.P62090', '3702.P62095', '3702.P82538', '3702.P83755', '3702.Q01667', '3702.Q07473', '3702.Q07488', '3702.Q2V4B2', '3702.Q38814', '3702.Q39191', '3702.Q41931', '3702.Q41932', '3702.Q42029', '3702.Q42547', '3702.Q8LCQ4', '3702.Q8RWS6', '3702.Q8VZ87', '3702.Q9C5A9', '3702.Q9C639', '3702.Q9LU21', '3702.Q9LUT2', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7W1', '3702.Q9SGH4', '3702.Q9SHR7', '3702.Q9SLJ2', '3702.Q9SY97', '3702.Q9SYW8', '3702.Q9XF87', '3702.Q9XF88', '3702.Q9XF89', '3702.Q9XFT3', '3702.Q9XI73', '3702.Q9ZR03']"
oxygen evolving activity,Function,3.11e-07,"['3702.P23321', '3702.P56761', '3702.P83755', '3702.Q9S841', '3702.Q9SW65']"
ion binding,Function,2.33e-06,"['3702.A0A2P2CLG2', '3702.F4I2N7', '3702.O03042', '3702.O22433', '3702.O23530', '3702.O49344', '3702.O49347', '3702.O80634', '3702.O80860', '3702.P04778', '3702.P09468', '3702.P0CJ48', '3702.P11490', '3702.P16972', '3702.P19366', '3702.P22953', '3702.P25857', '3702.P27521', '3702.P37702', '3702.P42699', '3702.P46422', '3702.P50318', '3702.P56755', '3702.P56756', '3702.P56759', '3702.P56761', '3702.P56766', '3702.P56767', '3702.P56771', '3702.P56773', '3702.P56778', '3702.P56779', '3702.P56780', '3702.P62090', '3702.P62095', '3702.P82538', '3702.P83755', '3702.Q01667', '3702.Q07473', '3702.Q07488', '3702.Q2V4B2', '3702.Q38814', '3702.Q39191', '3702.Q41931', '3702.Q41932', '3702.Q42029', '3702.Q42547', '3702.Q8LCQ4', '3702.Q8RWS6', '3702.Q8VZ87', '3702.Q9C5A9', '3702.Q9C639', '3702.Q9C7X0', '3702.Q9FGT2', '3702.Q9LRR9', '3702.Q9LU21', '3702.Q9LUT2', '3702.Q9M1P5', '3702.Q9S713', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7W1', '3702.Q9SGH4', '3702.Q9SHR7', '3702.Q9SLJ2', '3702.Q9SY97', '3702.Q9SYW8', '3702.Q9XF87', '3702.Q9XF88', '3702.Q9XF89', '3702.Q9XFT3', '3702.Q9XI73', '3702.Q9XIE2', '3702.Q9ZR03']"
"proton-transporting ATP synthase activity, rotational mechanism",Function,3.47e-06,"['3702.P09468', '3702.P19366', '3702.P56758', '3702.P56759', '3702.P56760', '3702.Q9C5A9']"
ubiquinone binding,Function,2.09e-05,"['3702.A0A1P8B2B4', '3702.A0A2P2CLG4', '3702.P26288', '3702.P93313']"
protein tyrosine/serine/threonine phosphatase activity,Function,3.8e-05,"['3702.Q681Z2', '3702.Q84MD6', '3702.Q940L5', '3702.Q9FFD7', '3702.Q9ZVN4']"
transmembrane transporter activity,Function,5.24e-05,"['3702.A0A1P8B2B4', '3702.A0A2P2CLG2', '3702.A0A2P2CLG4', '3702.P09468', '3702.P0CC32', '3702.P0CC33', '3702.P19366', '3702.P26288', '3702.P26289', '3702.P54144', '3702.P56751', '3702.P56752', '3702.P56753', '3702.P56754', '3702.P56755', '3702.P56756', '3702.P56758', '3702.P56759', '3702.P56760', '3702.P93313', '3702.Q41963', '3702.Q95695', '3702.Q9C5A9', '3702.Q9XIE2', '3702.Q9ZR03']"
nucleic acid binding,Function,5.59e-05,"['3702.O03042', '3702.P04778', '3702.P09468', '3702.P0CJ48', '3702.P19366', '3702.P21218', '3702.P22953', '3702.P23321', '3702.P25857', '3702.P27202', '3702.P27521', '3702.P29381', '3702.P56758', '3702.P56761', '3702.P56766', '3702.P56767', '3702.P56771', '3702.P56773', '3702.P56777', '3702.P56778', '3702.P56780', '3702.P62090', '3702.P83755', '3702.Q01667', '3702.Q03250', '3702.Q07473', '3702.Q39141', '3702.Q41963', '3702.Q42029', '3702.Q42547', '3702.Q43349', '3702.Q8LCA1', '3702.Q8VZ87', '3702.Q949Q5', '3702.Q9LMQ2', '3702.Q9LRR9', '3702.Q9LUT2', '3702.Q9M1P5', '3702.Q9S7H1', '3702.Q9S7J7', '3702.Q9S831', '3702.Q9S841', '3702.Q9SA56', '3702.Q9SHE8', '3702.Q9SLJ2', '3702.Q9SUI4', '3702.Q9SY97', '3702.Q9XF87', '3702.Q9XF88', '3702.Q9XF89', '3702.Q9XF91', '3702.Q9XFT3', '3702.Q9XIE2', '3702.Q9ZR03']"
protein tyrosine phosphatase activity,Function,6.2e-05,"['3702.Q681Z2', '3702.Q84MD6', '3702.Q940L5', '3702.Q9FFD7', '3702.Q9ZVN4']"
heterocyclic compound binding,Function,6.2e-05,"['3702.F4I2N7', '3702.F4K8I1', '3702.O03042', '3702.O23530', '3702.O80860', '3702.O81208', '3702.P04778', '3702.P09468', '3702.P0CJ48', '3702.P19366', '3702.P21218', '3702.P22953', '3702.P23321', '3702.P25857', '3702.P27202', '3702.P27521', '3702.P29381', '3702.P46422', '3702.P50318', '3702.P56753', '3702.P56758', '3702.P56759', '3702.P56761', '3702.P56766', '3702.P56767', '3702.P56771', '3702.P56773', '3702.P56777', '3702.P56778', '3702.P56779', '3702.P56780', '3702.P62090', '3702.P62095', '3702.P83755', '3702.Q01667', '3702.Q03250', '3702.Q07473', '3702.Q39141', '3702.Q39142', '3702.Q39191', '3702.Q41931', '3702.Q41963', '3702.Q42029', '3702.Q42547', '3702.Q43349', '3702.Q8LCA1', '3702.Q8LCQ4', '3702.Q8VZ87', '3702.Q949Q5', '3702.Q9C5A9', '3702.Q9C639', '3702.Q9C7X0', '3702.Q9FGT2', '3702.Q9LMQ2', '3702.Q9LRR9', '3702.Q9LUT2', '3702.Q9M1P5', '3702.Q9S713', '3702.Q9S7H1', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7W1', '3702.Q9S831', '3702.Q9S841', '3702.Q9SA56', '3702.Q9SHE8', '3702.Q9SHR7', '3702.Q9SLJ2', '3702.Q9SUI4', '3702.Q9SY97', '3702.Q9SYW8', '3702.Q9XF87', '3702.Q9XF88', '3702.Q9XF89', '3702.Q9XF91', '3702.Q9XFT3', '3702.Q9XIE2', '3702.Q9ZR03']"
Organic cyclic compound binding,Function,7.29e-05,"['3702.F4I2N7', '3702.F4K8I1', '3702.O03042', '3702.O23530', '3702.O80860', '3702.O81208', '3702.P04778', '3702.P09468', '3702.P0CJ48', '3702.P19366', '3702.P21218', '3702.P22953', '3702.P23321', '3702.P25857', '3702.P27202', '3702.P27521', '3702.P29381', '3702.P46422', '3702.P50318', '3702.P56753', '3702.P56758', '3702.P56759', '3702.P56761', '3702.P56766', '3702.P56767', '3702.P56771', '3702.P56773', '3702.P56777', '3702.P56778', '3702.P56779', '3702.P56780', '3702.P62090', '3702.P62095', '3702.P83755', '3702.Q01667', '3702.Q03250', '3702.Q07473', '3702.Q39141', '3702.Q39142', '3702.Q39191', '3702.Q41931', '3702.Q41963', '3702.Q42029', '3702.Q42547', '3702.Q43349', '3702.Q8LCA1', '3702.Q8LCQ4', '3702.Q8VZ87', '3702.Q949Q5', '3702.Q9C5A9', '3702.Q9C639', '3702.Q9C7X0', '3702.Q9FGT2', '3702.Q9LMQ2', '3702.Q9LRR9', '3702.Q9LUT2', '3702.Q9M1P5', '3702.Q9S713', '3702.Q9S7H1', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7W1', '3702.Q9S831', '3702.Q9S841', '3702.Q9SA56', '3702.Q9SHE8', '3702.Q9SHR7', '3702.Q9SLJ2', '3702.Q9SUI4', '3702.Q9SY97', '3702.Q9SYW8', '3702.Q9XF87', '3702.Q9XF88', '3702.Q9XF89', '3702.Q9XF91', '3702.Q9XFT3', '3702.Q9XIE2', '3702.Q9ZR03']"
catalytic activity,Function,0.00059,"['3702.A0A1P8B2B4', '3702.A0A2P2CLG2', '3702.A0A2P2CLG4', '3702.F4I2N7', '3702.O03042', '3702.O23530', '3702.O80860', '3702.P09468', '3702.P0CC32', '3702.P0CC33', '3702.P11490', '3702.P16972', '3702.P19366', '3702.P21218', '3702.P22953', '3702.P23321', '3702.P25857', '3702.P26288', '3702.P26289', '3702.P32961', '3702.P37702', '3702.P42699', '3702.P46422', '3702.P50318', '3702.P56751', '3702.P56752', '3702.P56753', '3702.P56754', '3702.P56755', '3702.P56756', '3702.P56758', '3702.P56759', '3702.P56760', '3702.P56761', '3702.P56766', '3702.P56767', '3702.P56771', '3702.P56773', '3702.P56774', '3702.P56777', '3702.P56778', '3702.P56779', '3702.P62090', '3702.P62095', '3702.P83755', '3702.P93313', '3702.Q07488', '3702.Q2V2S7', '3702.Q2V4B2', '3702.Q37165', '3702.Q38814', '3702.Q38833', '3702.Q39191', '3702.Q41931', '3702.Q41932', '3702.Q42547', '3702.Q681Z2', '3702.Q84MD6', '3702.Q8GY23', '3702.Q8RWS6', '3702.Q8RX87', '3702.Q940J8', '3702.Q940L5', '3702.Q94AQ8', '3702.Q95695', '3702.Q9ASS6', '3702.Q9C5A9', '3702.Q9C5C2', '3702.Q9C7X0', '3702.Q9CAC5', '3702.Q9FFD7', '3702.Q9FG67', '3702.Q9LRR9', '3702.Q9LU21', '3702.Q9LUT2', '3702.Q9LVM2', '3702.Q9M1P5', '3702.Q9S713', '3702.Q9S829', '3702.Q9S841', '3702.Q9SCY3', '3702.Q9SGH4', '3702.Q9SW65', '3702.Q9XFT3', '3702.Q9XI73', '3702.Q9ZR03', '3702.Q9ZVN4']"
protein binding,Function,0.00063,"['3702.F4I2N7', '3702.P04778', '3702.P21218', '3702.P22953', '3702.P27521', '3702.P29381', '3702.P42699', '3702.P46422', '3702.P49107', '3702.P54144', '3702.Q01667', '3702.Q07473', '3702.Q38814', '3702.Q39141', '3702.Q39142', '3702.Q42029', '3702.Q42044', '3702.Q84MD6', '3702.Q8LCA1', '3702.Q9ASS6', '3702.Q9C639', '3702.Q9LMQ2', '3702.Q9S714', '3702.Q9S7H1', '3702.Q9S7M0', '3702.Q9S831', '3702.Q9SA56', '3702.Q9SHE8', '3702.Q9SHR7', '3702.Q9SKI3', '3702.Q9SUI4', '3702.Q9SY97', '3702.Q9SYW8', '3702.Q9XF89', '3702.Q9XF91']"
monoatomic cation channel activity,Function,0.00066,"['3702.P09468', '3702.P19366', '3702.P54144', '3702.P56758', '3702.P56759', '3702.P56760', '3702.Q9C5A9']"
calcium ion binding,Function,0.00071,"['3702.O49344', '3702.O80634', '3702.P82538', '3702.Q2V4B2', '3702.Q39191', '3702.Q41932', '3702.Q42029', '3702.Q9SGH4', '3702.Q9XFT3', '3702.Q9XI73']"
iron-sulfur cluster binding,Function,0.0012,"['3702.P16972', '3702.P56755', '3702.P56756', '3702.P56766', '3702.P56767', '3702.P62090', '3702.Q9LU21', '3702.Q9ZR03']"
"Electron transporter, transferring electrons within cytochrome b6/f complex of photosystem II activity",Function,0.0015,"['3702.P56773', '3702.P56774', '3702.Q9ZR03']"
NADPH dehydrogenase activity,Function,0.0021,"['3702.P26289', '3702.P56753', '3702.P56755']"
proton transmembrane transporter activity,Function,0.0033,"['3702.A0A2P2CLG2', '3702.P09468', '3702.P19366', '3702.P56758', '3702.P56759', '3702.P56760', '3702.Q9C5A9']"
channel activity,Function,0.0036,"['3702.P09468', '3702.P19366', '3702.P54144', '3702.P56758', '3702.P56759', '3702.P56760', '3702.Q41963', '3702.Q9C5A9']"
pigment binding,Function,0.0156,"['3702.Q9C639', '3702.Q9XF91']"
"Electron transporter, transferring electrons from cytochrome b6/f complex of photosystem II activity",Function,0.0156,"['3702.P42699', '3702.Q9ZR03']"
"4 iron, 4 sulfur cluster binding",Function,0.0311,"['3702.P56755', '3702.P56756', '3702.P56766', '3702.P56767', '3702.P62090']"
Inorganic cation transmembrane transporter activity,Function,0.0366,"['3702.A0A2P2CLG2', '3702.P09468', '3702.P19366', '3702.P54144', '3702.P56758', '3702.P56759', '3702.P56760', '3702.Q9C5A9', '3702.Q9XIE2']"
