Category,category,FDR,inputGenes
small molecule biosynthetic process,Process,6.92e-05,"['3702.P25851', '3702.P32961', '3702.P32962', '3702.P46283', '3702.P50318', '3702.Q06402', '3702.Q37001', '3702.Q38814', '3702.Q43309', '3702.Q944G9', '3702.Q9FF79', '3702.Q9FG67', '3702.Q9FN52', '3702.Q9M2Y8', '3702.Q9S7H8', '3702.Q9SAR0', '3702.Q9SI62', '3702.Q9SIV0', '3702.Q9STR4', '3702.Q9T065']"
oxoacid metabolic process,Process,8.55e-05,"['3702.P32961', '3702.P32962', '3702.P37702', '3702.P46010', '3702.P50318', '3702.Q06402', '3702.Q06429', '3702.Q37001', '3702.Q43309', '3702.Q8L785', '3702.Q8RY71', '3702.Q8VYI3', '3702.Q944G9', '3702.Q9C5C2', '3702.Q9FF79', '3702.Q9FG67', '3702.Q9FN52', '3702.Q9LJH5', '3702.Q9LUT2', '3702.Q9M2Y8', '3702.Q9S7H8', '3702.Q9SAR0', '3702.Q9SIV0', '3702.Q9STR4', '3702.Q9T065', '3702.Q9XIE2']"
Response to organic substance,Process,0.00011,"['3702.O03042', '3702.O23530', '3702.P0CJ48', '3702.P21218', '3702.P22953', '3702.P25856', '3702.P25857', '3702.P25863', '3702.P33154', '3702.P37702', '3702.P46422', '3702.P92973', '3702.P93002', '3702.Q37001', '3702.Q39084', '3702.Q39191', '3702.Q41931', '3702.Q8L9V6', '3702.Q8LPS2', '3702.Q8RY71', '3702.Q8W4K5', '3702.Q944G9', '3702.Q94C26', '3702.Q96528', '3702.Q9C5C2', '3702.Q9FMA3', '3702.Q9LKL2', '3702.Q9LV87', '3702.Q9S745', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9SAR0', '3702.Q9SHR7', '3702.Q9SU72', '3702.Q9XF87', '3702.Q9XIE2', '3702.Q9ZQR8']"
cell death,Process,0.00015,"['3702.P25819', '3702.P93002', '3702.Q39214', '3702.Q8LPS2', '3702.Q9S745', '3702.Q9SE33', '3702.Q9SU72', '3702.Q9SWA6', '3702.Q9XIE2']"
hydrogen peroxide biosynthetic process,Process,0.00015,"['3702.O49506', '3702.Q24JJ8', '3702.Q9LJH5', '3702.Q9LRR9']"
plant-type hypersensitive response,Process,0.00034,"['3702.P93002', '3702.Q39214', '3702.Q9S745', '3702.Q9SE33', '3702.Q9SU72', '3702.Q9SWA6', '3702.Q9XIE2']"
circadian rhythm,Process,0.00035,"['3702.O81208', '3702.P92973', '3702.Q03250', '3702.Q6R0H1', '3702.Q94C26', '3702.Q96500', '3702.Q9LKL2', '3702.Q9STF2']"
photoinhibition,Process,0.00038,"['3702.O49347', '3702.O80860', '3702.P23321', '3702.Q9S841']"
glucosinolate metabolic process,Process,0.00038,"['3702.P37702', '3702.P46010', '3702.Q8RY71', '3702.Q9C5C2', '3702.Q9FG67', '3702.Q9FN52', '3702.Q9SIV0', '3702.Q9XIE2']"
regulation of secondary metabolite biosynthetic process,Process,0.00059,"['3702.Q07488', '3702.Q8L9V6', '3702.Q9S745', '3702.Q9SPG2', '3702.Q9SVB7']"
nonphotochemical quenching,Process,0.00061,"['3702.Q9LMQ2', '3702.Q9XF89', '3702.Q9XF91', '3702.Q9ZR03']"
regulation of reactive oxygen species metabolic process,Process,0.0007,"['3702.Q9S745', '3702.Q9S7J7', '3702.Q9SHR7', '3702.Q9SLJ2', '3702.Q9SU72', '3702.Q9XF87']"
Water homeostasis,Process,0.00076,"['3702.Q41963', '3702.Q9S7J7', '3702.Q9SHR7', '3702.Q9XF87']"
cellular response to salicylic acid stimulus,Process,0.00089,"['3702.O23530', '3702.P93002', '3702.Q8LPS2', '3702.Q94C26', '3702.Q9S745', '3702.Q9SU72']"
regulation of reactive oxygen species biosynthetic process,Process,0.00092,"['3702.Q9S7J7', '3702.Q9SHR7', '3702.Q9SLJ2', '3702.Q9XF87']"
glucosinolate catabolic process,Process,0.0011,"['3702.P37702', '3702.P46010', '3702.Q8RY71', '3702.Q9C5C2', '3702.Q9XIE2']"
photosynthetic electron transport in photosystem I,Process,0.0013,"['3702.P25851', '3702.P62090', '3702.Q8LCA1', '3702.Q9S7N7']"
reactive oxygen species metabolic process,Process,0.0014,"['3702.O49506', '3702.O80860', '3702.P25819', '3702.Q24JJ8', '3702.Q42547', '3702.Q96528', '3702.Q9LJH5', '3702.Q9LRR9']"
regulation of stomatal movement,Process,0.0015,"['3702.P37702', '3702.Q03250', '3702.Q9C5C2', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9SHR7', '3702.Q9XF87']"
detoxification of nitrogen compound,Process,0.0016,"['3702.P32961', '3702.P32962', '3702.P46010']"
regulation of response to biotic stimulus,Process,0.0019,"['3702.P50318', '3702.P93002', '3702.Q03250', '3702.Q42044', '3702.Q8LPS2', '3702.Q94C26', '3702.Q9S745', '3702.Q9SWA6', '3702.Q9XIE2']"
biosynthetic process,Process,0.0019,"['3702.A0A1P8AW96', '3702.O03042', '3702.O49506', '3702.P19366', '3702.P21218', '3702.P25697', '3702.P25851', '3702.P25856', '3702.P25857', '3702.P32961', '3702.P32962', '3702.P46283', '3702.P50318', '3702.Q01908', '3702.Q01909', '3702.Q06402', '3702.Q06429', '3702.Q24JJ8', '3702.Q37001', '3702.Q38814', '3702.Q38833', '3702.Q3E9D5', '3702.Q41931', '3702.Q43309', '3702.Q52T38', '3702.Q8L5Y5', '3702.Q8L785', '3702.Q8RY71', '3702.Q944G9', '3702.Q96253', '3702.Q9C5A9', '3702.Q9FF79', '3702.Q9FG67', '3702.Q9FN52', '3702.Q9LJH5', '3702.Q9LKL2', '3702.Q9LPW0', '3702.Q9LRR9', '3702.Q9LUT2', '3702.Q9M2Y8', '3702.Q9S7H8', '3702.Q9SAR0', '3702.Q9SI62', '3702.Q9SIV0', '3702.Q9STR4', '3702.Q9T065']"
Response to inorganic substance,Process,0.0019,"['3702.O03042', '3702.P25819', '3702.P25863', '3702.P33154', '3702.P42699', '3702.P46422', '3702.Q03250', '3702.Q39084', '3702.Q41931', '3702.Q42547', '3702.Q96528', '3702.Q9FG67', '3702.Q9S7J7', '3702.Q9SHR7', '3702.Q9SU72', '3702.Q9SVB7', '3702.Q9XF87', '3702.Q9XIE2']"
alpha-amino acid biosynthetic process,Process,0.0019,"['3702.Q06402', '3702.Q37001', '3702.Q43309', '3702.Q9FG67', '3702.Q9FN52', '3702.Q9M2Y8', '3702.Q9SAR0', '3702.Q9STR4', '3702.Q9T065']"
"systemic acquired resistance, salicylic acid mediated signaling pathway",Process,0.0021,"['3702.O23530', '3702.P93002', '3702.Q9S745', '3702.Q9SU72']"
regulation of response to external stimulus,Process,0.0021,"['3702.P50318', '3702.P93002', '3702.Q03250', '3702.Q42044', '3702.Q8LPS2', '3702.Q94C26', '3702.Q9S745', '3702.Q9SWA6', '3702.Q9XIE2']"
hydrogen peroxide metabolic process,Process,0.0021,"['3702.O49506', '3702.P25819', '3702.Q24JJ8', '3702.Q42547', '3702.Q96528', '3702.Q9LJH5', '3702.Q9LRR9']"
Organonitrogen compound biosynthetic process,Process,0.0021,"['3702.A0A1P8AW96', '3702.P19366', '3702.P21218', '3702.P32961', '3702.P32962', '3702.Q01908', '3702.Q01909', '3702.Q06402', '3702.Q37001', '3702.Q38814', '3702.Q38833', '3702.Q3E9D5', '3702.Q43309', '3702.Q52T38', '3702.Q8L5Y5', '3702.Q8L785', '3702.Q8RY71', '3702.Q96253', '3702.Q9C5A9', '3702.Q9FF79', '3702.Q9FG67', '3702.Q9FN52', '3702.Q9M2Y8', '3702.Q9SAR0', '3702.Q9SI62', '3702.Q9SIV0', '3702.Q9STR4', '3702.Q9T065']"
proton motive force-driven mitochondrial ATP synthesis,Process,0.0022,"['3702.P19366', '3702.Q96253', '3702.Q9C5A9']"
positive regulation of reactive oxygen species biosynthetic process,Process,0.0022,"['3702.Q9S7J7', '3702.Q9SHR7', '3702.Q9XF87']"
carboxylic acid metabolic process,Process,0.0023,"['3702.P32961', '3702.P32962', '3702.P50318', '3702.Q06402', '3702.Q06429', '3702.Q37001', '3702.Q43309', '3702.Q8L785', '3702.Q8VYI3', '3702.Q944G9', '3702.Q9FF79', '3702.Q9FG67', '3702.Q9FN52', '3702.Q9LJH5', '3702.Q9LUT2', '3702.Q9M2Y8', '3702.Q9S7H8', '3702.Q9SAR0', '3702.Q9SIV0', '3702.Q9STR4', '3702.Q9T065']"
alpha-amino acid metabolic process,Process,0.0026,"['3702.Q06402', '3702.Q37001', '3702.Q43309', '3702.Q9FG67', '3702.Q9FN52', '3702.Q9LUT2', '3702.Q9M2Y8', '3702.Q9SAR0', '3702.Q9SIV0', '3702.Q9STR4', '3702.Q9T065']"
carboxylic acid biosynthetic process,Process,0.0027,"['3702.P32961', '3702.P32962', '3702.Q06402', '3702.Q37001', '3702.Q43309', '3702.Q9FF79', '3702.Q9FG67', '3702.Q9FN52', '3702.Q9M2Y8', '3702.Q9S7H8', '3702.Q9SAR0', '3702.Q9SIV0', '3702.Q9STR4', '3702.Q9T065']"
oxidative photosynthetic carbon pathway,Process,0.0029,"['3702.O49506', '3702.Q9LRR9', '3702.Q9LRS0']"
amino acid metabolic process,Process,0.003,"['3702.Q06402', '3702.Q06429', '3702.Q37001', '3702.Q43309', '3702.Q8L785', '3702.Q9FG67', '3702.Q9FN52', '3702.Q9LUT2', '3702.Q9M2Y8', '3702.Q9SAR0', '3702.Q9SIV0', '3702.Q9STR4', '3702.Q9T065']"
ATP metabolic process,Process,0.0033,"['3702.P19366', '3702.P50318', '3702.Q01908', '3702.Q01909', '3702.Q944G9', '3702.Q96253', '3702.Q9C5A9']"
response to salicylic acid,Process,0.0034,"['3702.O23530', '3702.P93002', '3702.Q39191', '3702.Q8LPS2', '3702.Q94C26', '3702.Q9S745', '3702.Q9SU72', '3702.Q9ZQR8']"
salicylic acid mediated signaling pathway,Process,0.0034,"['3702.O23530', '3702.P93002', '3702.Q94C26', '3702.Q9S745', '3702.Q9SU72']"
carbohydrate derivative metabolic process,Process,0.0034,"['3702.P19366', '3702.P25851', '3702.P37702', '3702.P46010', '3702.P46283', '3702.P50318', '3702.Q01908', '3702.Q01909', '3702.Q8RY71', '3702.Q944G9', '3702.Q96253', '3702.Q9C5A9', '3702.Q9C5C2', '3702.Q9FG67', '3702.Q9FN52', '3702.Q9SI62', '3702.Q9SIV0', '3702.Q9XIE2']"
gluconeogenesis,Process,0.0037,"['3702.P25851', '3702.P46283', '3702.P50318', '3702.Q944G9']"
leaf abscission,Process,0.0037,"['3702.Q9S745', '3702.Q9S7H8', '3702.Q9SU72']"
regulation of defense response,Process,0.0038,"['3702.P50318', '3702.P93002', '3702.Q03250', '3702.Q42044', '3702.Q8LPS2', '3702.Q94C26', '3702.Q9S745', '3702.Q9S7H8', '3702.Q9SWA6', '3702.Q9XIE2']"
response to toxic substance,Process,0.0049,"['3702.O48646', '3702.P25819', '3702.P32961', '3702.P32962', '3702.P46010', '3702.P46422', '3702.P83755', '3702.Q42547', '3702.Q96528', '3702.Q9S7M0', '3702.Q9XIE2']"
indoleacetic acid biosynthetic process,Process,0.0073,"['3702.P32961', '3702.P32962', '3702.Q9SIV0']"
homeostatic process,Process,0.0076,"['3702.O22433', '3702.O49347', '3702.P25819', '3702.P25860', '3702.P42699', '3702.P54144', '3702.Q41963', '3702.Q94C26', '3702.Q9S7J7', '3702.Q9SHR7', '3702.Q9XF87', '3702.Q9XIE2', '3702.Q9ZUA5']"
response to endogenous stimulus,Process,0.0078,"['3702.O03042', '3702.O23530', '3702.P21218', '3702.P25863', '3702.P37702', '3702.P46422', '3702.P93002', '3702.Q37001', '3702.Q39084', '3702.Q41931', '3702.Q8L9V6', '3702.Q8RY71', '3702.Q8W4K5', '3702.Q944G9', '3702.Q94C26', '3702.Q96528', '3702.Q9C5C2', '3702.Q9FMA3', '3702.Q9LKL2', '3702.Q9LV87', '3702.Q9S745', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9SAR0', '3702.Q9SHR7', '3702.Q9XF87', '3702.Q9XIE2']"
"fructose 1,6-bisphosphate metabolic process",Process,0.0087,"['3702.P25851', '3702.P46283', '3702.Q944G9']"
anatomical structure maturation,Process,0.01,"['3702.Q06402', '3702.Q37001', '3702.Q43309', '3702.Q9M2Y8', '3702.Q9SAR0', '3702.Q9STR4', '3702.Q9T065', '3702.Q9XIE2']"
photosystem II repair,Process,0.0102,"['3702.O80860', '3702.Q39102', '3702.Q9LR64']"
regulation of hydrogen peroxide metabolic process,Process,0.0102,"['3702.Q9S745', '3702.Q9SLJ2', '3702.Q9SU72']"
regulation of biological quality,Process,0.0102,"['3702.O22433', '3702.O49347', '3702.P25819', '3702.P25860', '3702.P32961', '3702.P32962', '3702.P42699', '3702.P54144', '3702.P56780', '3702.Q41963', '3702.Q94C26', '3702.Q9S7J7', '3702.Q9S7N7', '3702.Q9SE33', '3702.Q9SHR7', '3702.Q9SIV0', '3702.Q9XF87', '3702.Q9XIE2', '3702.Q9ZUA5']"
Response to organic cyclic compound,Process,0.0109,"['3702.O23530', '3702.P33154', '3702.P93002', '3702.Q39191', '3702.Q8LPS2', '3702.Q94C26', '3702.Q9S745', '3702.Q9SU72', '3702.Q9XIE2', '3702.Q9ZQR8']"
Cellular response to organic cyclic compound,Process,0.0117,"['3702.O23530', '3702.P93002', '3702.Q8LPS2', '3702.Q94C26', '3702.Q9S745', '3702.Q9SU72', '3702.Q9XIE2']"
response to hormone,Process,0.0125,"['3702.O03042', '3702.O23530', '3702.P21218', '3702.P25863', '3702.P37702', '3702.P46422', '3702.Q37001', '3702.Q39084', '3702.Q41931', '3702.Q8L9V6', '3702.Q8RY71', '3702.Q8W4K5', '3702.Q944G9', '3702.Q94C26', '3702.Q96528', '3702.Q9C5C2', '3702.Q9FMA3', '3702.Q9LKL2', '3702.Q9LV87', '3702.Q9S745', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9SAR0', '3702.Q9SHR7', '3702.Q9XF87', '3702.Q9XIE2']"
negative regulation of defense response,Process,0.0135,"['3702.P93002', '3702.Q9S745', '3702.Q9S7H8', '3702.Q9SWA6', '3702.Q9XIE2']"
Organic substance biosynthetic process,Process,0.0138,"['3702.A0A1P8AW96', '3702.O03042', '3702.P19366', '3702.P21218', '3702.P25697', '3702.P25851', '3702.P25856', '3702.P25857', '3702.P32961', '3702.P32962', '3702.P46283', '3702.P50318', '3702.Q01908', '3702.Q01909', '3702.Q06402', '3702.Q37001', '3702.Q38814', '3702.Q38833', '3702.Q3E9D5', '3702.Q41931', '3702.Q43309', '3702.Q52T38', '3702.Q8L5Y5', '3702.Q8L785', '3702.Q8RY71', '3702.Q944G9', '3702.Q96253', '3702.Q9C5A9', '3702.Q9FF79', '3702.Q9FG67', '3702.Q9FN52', '3702.Q9LKL2', '3702.Q9LPW0', '3702.Q9LUT2', '3702.Q9M2Y8', '3702.Q9S7H8', '3702.Q9SAR0', '3702.Q9SI62', '3702.Q9SIV0', '3702.Q9STR4', '3702.Q9T065']"
proton transmembrane transport,Process,0.0138,"['3702.P19366', '3702.P26288', '3702.P56756', '3702.Q01908', '3702.Q01909', '3702.Q96253', '3702.Q9C5A9']"
aerenchyma formation,Process,0.014,"['3702.Q9S745', '3702.Q9SU72']"
sulfur compound metabolic process,Process,0.0164,"['3702.P37702', '3702.P46010', '3702.P46422', '3702.Q38814', '3702.Q8RY71', '3702.Q9C5C2', '3702.Q9FG67', '3702.Q9FN52', '3702.Q9LUT2', '3702.Q9SIV0', '3702.Q9XIE2']"
response to nitrogen compound,Process,0.0164,"['3702.P32961', '3702.P32962', '3702.P33154', '3702.P46010', '3702.P92973', '3702.P93002', '3702.Q41931', '3702.Q9XIE2']"
secondary metabolic process,Process,0.0171,"['3702.P37702', '3702.P46010', '3702.P46422', '3702.Q8RY71', '3702.Q9C5C2', '3702.Q9FG67', '3702.Q9FN52', '3702.Q9LUT2', '3702.Q9SIV0', '3702.Q9XIE2']"
response to desiccation,Process,0.0185,"['3702.Q9S7J7', '3702.Q9SHR7', '3702.Q9XF87']"
response to alcohol,Process,0.0217,"['3702.O03042', '3702.P25863', '3702.P33154', '3702.P37702', '3702.Q39084', '3702.Q944G9', '3702.Q94C26', '3702.Q96528', '3702.Q9C5C2', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9SHR7', '3702.Q9XF87']"
negative regulation of circadian rhythm,Process,0.0221,"['3702.P92973', '3702.Q6R0H1']"
positive regulation of response to biotic stimulus,Process,0.0235,"['3702.Q42044', '3702.Q8LPS2', '3702.Q94C26', '3702.Q9S745', '3702.Q9XIE2']"
copper ion homeostasis,Process,0.0241,"['3702.O22433', '3702.P25860', '3702.P42699']"
Cellular biosynthetic process,Process,0.0255,"['3702.A0A1P8AW96', '3702.O49506', '3702.P19366', '3702.P21218', '3702.P25851', '3702.P32961', '3702.P32962', '3702.P46283', '3702.P50318', '3702.Q01908', '3702.Q01909', '3702.Q06402', '3702.Q24JJ8', '3702.Q37001', '3702.Q38814', '3702.Q38833', '3702.Q3E9D5', '3702.Q41931', '3702.Q43309', '3702.Q52T38', '3702.Q8L5Y5', '3702.Q8L785', '3702.Q8RY71', '3702.Q96253', '3702.Q9C5A9', '3702.Q9FF79', '3702.Q9FG67', '3702.Q9FN52', '3702.Q9LJH5', '3702.Q9LKL2', '3702.Q9LRR9', '3702.Q9LUT2', '3702.Q9M2Y8', '3702.Q9S7H8', '3702.Q9SAR0', '3702.Q9SI62', '3702.Q9SIV0', '3702.Q9STR4', '3702.Q9T065']"
positive regulation of response to external stimulus,Process,0.0267,"['3702.Q42044', '3702.Q8LPS2', '3702.Q94C26', '3702.Q9S745', '3702.Q9XIE2']"
detoxification,Process,0.0267,"['3702.O48646', '3702.P25819', '3702.P32961', '3702.P32962', '3702.P46010', '3702.P46422', '3702.Q42547', '3702.Q96528', '3702.Q9XIE2']"
Inorganic cation transmembrane transport,Process,0.027,"['3702.P19366', '3702.P26288', '3702.P54144', '3702.P56756', '3702.Q01908', '3702.Q01909', '3702.Q96253', '3702.Q9C5A9', '3702.Q9XIE2', '3702.Q9ZUA5']"
chemical homeostasis,Process,0.0299,"['3702.O22433', '3702.P25860', '3702.P42699', '3702.P54144', '3702.Q41963', '3702.Q94C26', '3702.Q9S7J7', '3702.Q9SHR7', '3702.Q9XF87', '3702.Q9XIE2', '3702.Q9ZUA5']"
defense response to insect,Process,0.03,"['3702.P37702', '3702.Q9C5C2', '3702.Q9S745']"
positive regulation of defense response,Process,0.0329,"['3702.Q42044', '3702.Q8LPS2', '3702.Q94C26', '3702.Q9S745', '3702.Q9XIE2']"
defense response to Gram-negative bacterium,Process,0.0333,"['3702.Q9S745', '3702.Q9S7H8', '3702.Q9SU72']"
photorespiration,Process,0.0365,"['3702.O03042', '3702.O49506', '3702.Q9LRR9', '3702.Q9LRS0']"
response to lipid,Process,0.0464,"['3702.O03042', '3702.P25863', '3702.P37702', '3702.Q39084', '3702.Q41931', '3702.Q8L9V6', '3702.Q8RY71', '3702.Q944G9', '3702.Q94C26', '3702.Q96528', '3702.Q9C5C2', '3702.Q9LV87', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9SAR0', '3702.Q9SHR7', '3702.Q9XF87']"
photosystem,Component,5.46e-110,"['3702.F4K8I1', '3702.O49344', '3702.O49347', '3702.O80634', '3702.O81208', '3702.O82660', '3702.P04778', '3702.P0CJ48', '3702.P23321', '3702.P27202', '3702.P27521', '3702.P49107', '3702.P56761', '3702.P56766', '3702.P56767', '3702.P56768', '3702.P56769', '3702.P56777', '3702.P56778', '3702.P56779', '3702.P56780', '3702.P56781', '3702.P56782', '3702.P56790', '3702.P60129', '3702.P61839', '3702.P62090', '3702.P62095', '3702.P62100', '3702.P62109', '3702.P82538', '3702.P83755', '3702.Q01667', '3702.Q07473', '3702.Q39141', '3702.Q39142', '3702.Q39194', '3702.Q39195', '3702.Q41932', '3702.Q42029', '3702.Q8LCA1', '3702.Q8LCQ4', '3702.Q8VZ87', '3702.Q8W0Y8', '3702.Q949Q5', '3702.Q9C639', '3702.Q9LMQ2', '3702.Q9LR64', '3702.Q9S714', '3702.Q9S7H1', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7N7', '3702.Q9S7W1', '3702.Q9S831', '3702.Q9S841', '3702.Q9SA56', '3702.Q9SGH4', '3702.Q9SHE8', '3702.Q9SHR7', '3702.Q9SKI3', '3702.Q9SUI4', '3702.Q9SUI5', '3702.Q9SUI6', '3702.Q9SUI7', '3702.Q9SW65', '3702.Q9SY97', '3702.Q9SYW8', '3702.Q9SYX1', '3702.Q9XF87', '3702.Q9XF88', '3702.Q9XF89', '3702.Q9XF91', '3702.Q9XFT3']"
chloroplast thylakoid membrane,Component,2.99e-106,"['3702.F4K8I1', '3702.O03042', '3702.O49344', '3702.O49347', '3702.O80634', '3702.O80860', '3702.O81208', '3702.O82660', '3702.P04778', '3702.P0CJ48', '3702.P11490', '3702.P19366', '3702.P21218', '3702.P23321', '3702.P25697', '3702.P25856', '3702.P25857', '3702.P26288', '3702.P27202', '3702.P27521', '3702.P42699', '3702.P49107', '3702.P56753', '3702.P56754', '3702.P56755', '3702.P56756', '3702.P56761', '3702.P56766', '3702.P56767', '3702.P56768', '3702.P56769', '3702.P56777', '3702.P56778', '3702.P56779', '3702.P56780', '3702.P56781', '3702.P56782', '3702.P56790', '3702.P60129', '3702.P61839', '3702.P62090', '3702.P62095', '3702.P62100', '3702.P62109', '3702.P82538', '3702.P83755', '3702.Q01667', '3702.Q01908', '3702.Q01909', '3702.Q07473', '3702.Q39102', '3702.Q39141', '3702.Q39142', '3702.Q39194', '3702.Q39195', '3702.Q41932', '3702.Q42029', '3702.Q42044', '3702.Q8LCA1', '3702.Q8LCQ4', '3702.Q8VZ87', '3702.Q8W0Y8', '3702.Q8W493', '3702.Q949Q5', '3702.Q96500', '3702.Q9C639', '3702.Q9FI56', '3702.Q9FKW6', '3702.Q9LMQ2', '3702.Q9LR64', '3702.Q9S714', '3702.Q9S7H1', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7N7', '3702.Q9S7W1', '3702.Q9S831', '3702.Q9S841', '3702.Q9SA56', '3702.Q9SGH4', '3702.Q9SHE8', '3702.Q9SHR7', '3702.Q9SKI3', '3702.Q9STF2', '3702.Q9SUI4', '3702.Q9SUI5', '3702.Q9SUI6', '3702.Q9SUI7', '3702.Q9SY97', '3702.Q9SYW8', '3702.Q9SYX1', '3702.Q9XF87', '3702.Q9XF88', '3702.Q9XF89', '3702.Q9XF91', '3702.Q9XFT3', '3702.Q9ZR03']"
thylakoid membrane,Component,2.99e-106,"['3702.F4K8I1', '3702.O03042', '3702.O49344', '3702.O49347', '3702.O80634', '3702.O80860', '3702.O81208', '3702.O82660', '3702.P04778', '3702.P0CJ48', '3702.P11490', '3702.P19366', '3702.P21218', '3702.P23321', '3702.P25697', '3702.P25856', '3702.P25857', '3702.P26288', '3702.P27202', '3702.P27521', '3702.P42699', '3702.P49107', '3702.P56753', '3702.P56754', '3702.P56755', '3702.P56756', '3702.P56761', '3702.P56766', '3702.P56767', '3702.P56768', '3702.P56769', '3702.P56777', '3702.P56778', '3702.P56779', '3702.P56780', '3702.P56781', '3702.P56782', '3702.P56790', '3702.P60129', '3702.P61839', '3702.P62090', '3702.P62095', '3702.P62100', '3702.P62109', '3702.P82538', '3702.P83755', '3702.Q01667', '3702.Q01908', '3702.Q01909', '3702.Q07473', '3702.Q39102', '3702.Q39141', '3702.Q39142', '3702.Q39194', '3702.Q39195', '3702.Q41932', '3702.Q42029', '3702.Q42044', '3702.Q8LCA1', '3702.Q8LCQ4', '3702.Q8VZ87', '3702.Q8W0Y8', '3702.Q8W493', '3702.Q949Q5', '3702.Q96500', '3702.Q9C639', '3702.Q9FI56', '3702.Q9FKW6', '3702.Q9LMQ2', '3702.Q9LR64', '3702.Q9S714', '3702.Q9S7H1', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7N7', '3702.Q9S7W1', '3702.Q9S831', '3702.Q9S841', '3702.Q9SA56', '3702.Q9SGH4', '3702.Q9SHE8', '3702.Q9SHR7', '3702.Q9SKI3', '3702.Q9STF2', '3702.Q9SUI4', '3702.Q9SUI5', '3702.Q9SUI6', '3702.Q9SUI7', '3702.Q9SW65', '3702.Q9SY97', '3702.Q9SYW8', '3702.Q9SYX1', '3702.Q9XF87', '3702.Q9XF88', '3702.Q9XF89', '3702.Q9XF91', '3702.Q9XFT3', '3702.Q9ZR03']"
thylakoid,Component,5.6e-105,"['3702.F4K8I1', '3702.O03042', '3702.O49344', '3702.O49347', '3702.O80634', '3702.O80860', '3702.O81208', '3702.O82660', '3702.P04778', '3702.P0CJ48', '3702.P11490', '3702.P19366', '3702.P21218', '3702.P23321', '3702.P25697', '3702.P25856', '3702.P25857', '3702.P26288', '3702.P27202', '3702.P27521', '3702.P37702', '3702.P42699', '3702.P46283', '3702.P49107', '3702.P50318', '3702.P56753', '3702.P56754', '3702.P56755', '3702.P56756', '3702.P56761', '3702.P56766', '3702.P56767', '3702.P56768', '3702.P56769', '3702.P56777', '3702.P56778', '3702.P56779', '3702.P56780', '3702.P56781', '3702.P56782', '3702.P56790', '3702.P60129', '3702.P61839', '3702.P62090', '3702.P62095', '3702.P62100', '3702.P62109', '3702.P82538', '3702.P83755', '3702.Q01667', '3702.Q01908', '3702.Q01909', '3702.Q07473', '3702.Q38814', '3702.Q38833', '3702.Q39102', '3702.Q39141', '3702.Q39142', '3702.Q39194', '3702.Q39195', '3702.Q41932', '3702.Q42029', '3702.Q42044', '3702.Q8LCA1', '3702.Q8LCQ4', '3702.Q8VZ87', '3702.Q8W0Y8', '3702.Q8W493', '3702.Q944G9', '3702.Q949Q5', '3702.Q96500', '3702.Q9C639', '3702.Q9FI56', '3702.Q9FKW6', '3702.Q9LMQ2', '3702.Q9LR64', '3702.Q9S714', '3702.Q9S7H1', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7N7', '3702.Q9S7W1', '3702.Q9S831', '3702.Q9S841', '3702.Q9SA56', '3702.Q9SGH4', '3702.Q9SHE8', '3702.Q9SHR7', '3702.Q9SKI3', '3702.Q9STF2', '3702.Q9SUI4', '3702.Q9SUI5', '3702.Q9SUI6', '3702.Q9SUI7', '3702.Q9SW65', '3702.Q9SY97', '3702.Q9SYW8', '3702.Q9SYX1', '3702.Q9XF87', '3702.Q9XF88', '3702.Q9XF89', '3702.Q9XF91', '3702.Q9XFT3', '3702.Q9ZR03']"
